46,Mikaela,41.05279,56.40266,39.833263,27.308046,51.448997
47,Cassie,37.515465,47.61502,59.003727,27.748577,18.202934
48,Eisley,26.45187,10.80754,26.390665,37.68876,39.762684
49,Miah,51.26287,47.53796,13.170384,63.89307,60.240387
50,Skai,26.589281,56.046757,58.596233,65.071144,26.442759
51,Promise,31.60405,55.258823,50.13617,0.46808428,8.865013
52,Ariella,29.543411,28.549128,60.01186,7.732954,34.847576
53,Ellie,58.95897,42.62739,61.786163,22.65759,76.47722
54,Emerie,27.137169,18.546413,95.940216,79.27672,86.49469
55,Riah,40.56731,53.905815,75.132484,41.24883,3.3356194
56,Giada,47.420357,28.289452,27.296633,46.03846,10.77596
57,Dorothy,45.28148,54.568565,0.36041918,60.55605,6.7826805
58,Emmi,53.08998,34.79813,28.274273,35.2246,96.059105
59,Aliyah,28.348696,21.251995,36.98889,65.41345,29.904861
60,Kinsley,28.02685,12.371945,71.45053,85.3094,30.482094
61,Sienna,50.942192,44.55268,52.673344,59.909092,97.44349
62,Sharon,37.66135,42.70942,31.911575,45.110374,17.888428
63,Millie,47.396305,16.908909,64.179985,69.198235,8.765407
64,Eowyn,43.019566,46.938427,52.90535,34.592598,61.063328
65,Nova,36.904247,13.932845,22.794992,1.8358126,31.721506
66,Delilah,53.63642,53.091988,85.86907,54.144363,36.10955
67,Ariel,28.862707,44.0054,27.0853,61.36053,51.34728
68,Jada,58.0008,41.611942,77.55627,15.771477,34.447487
69,Annaliese,43.50967,28.957558,11.453644,19.990349,98.07632
70,Jianna,57.444786,46.094032,19.734713,23.289974,88.90966
71,Shiloh,24.286325,34.718636,7.1082544,30.154028,27.616013
72,Yasmina,45.22508,57.380775,55.629364,23.925714,83.914665
73,Leylani,41.529957,59.06236,74.977196,40.542576,92.2727
74,Emersyn,47.377865,10.036392,82.6853,61.508373,49.177498
75,Eileen,32.207626,35.957584,4.0994577,32.325573,15.729108
76,Charley,43.112373,27.070541,12.137132,96.85745,89.30958
77,Joyce,52.263863,57.738388,43.678024,96.78485,34.188625
78,Myra,37.854942,37.782513,79.81875,28.108683,63.049145
79,Alaya,52.76166,38.76284,27.68609,45.964,4.808753
80,Kataleya,26.56977,23.452318,8.465382,90.73796,15.132589
81,Karina,45.171093,51.369606,90.52967,8.691177,61.463963
82,Kaylani,21.937027,10.451102,71.874374,14.575998,34.821487
83,Kayla,46.65045,36.31331,89.74313,51.276424,90.61754
84,Addalyn,43.95429,15.672402,54.620857,11.562818,86.12751
85,Elora,40.656563,51.78163,81.63187,64.081535,28.457924
86,Ainsley,32.270607,55.83191,97.822426,67.646866,30.598145
87,Maeve,42.24686,17.060017,67.209625,9.83948,58.95684
88,Ivy,44.450848,34.098793,26.76314,51.795628,43.624466
89,Paislee,24.345037,27.58177,41.564884,10.268539,57.82678
90,Zaniya,31.976597,18.268211,57.27908,61.9816,77.527435
91,Bonnie,40.260605,15.485776,98.239265,48.385925,27.171928
92,Autumn,24.016413,27.674482,61.187794,57.972538,78.15966
93,Adella,40.645435,21.639803,8.964428,76.937096,76.011215
94,Juno,50.066086,26.920183,9.915458,69.759964,32.629063
95,Amaia,24.4374,40.43353,3.667584,70.57156,87.57741
96,Adrienne,48.877842,20.54948,75.96315,42.16945,78.05498
97,Lindsey,22.453606,46.98143,40.910744,73.28147,3.9403625
98,Isabella,54.27257,43.631245,55.71161,54.251213,90.08718
99,Calista,52.886055,25.035666,76.0792,32.27976,62.86401
100,Karla,44.96153,52.395615,43.432983,47.893623,90.963776
101,Leia,21.105982,10.609621,32.590862,22.539639,21.017738
102,Regina,46.4476,11.116668,79.55245,56.41799,20.680817
103,Miriam,40.242546,31.967983,33.66926,52.929028,44.275322
104,Edith,22.194351,50.244377,59.358574,14.320818,83.68426
105,Selena,39.272827,12.220184,14.770181,71.45604,95.664734
106,Zoey,31.063488,57.44965,16.931446,1.6316823,77.61341
107,Kendra,20.599007,19.313107,55.201572,11.670313,62.963295
108,Jorja,34.579494,17.50315,8.620229,5.7080593,83.41961
109,Emilee,44.1357,41.431202,16.102205,17.81544,86.281845
110,Briseis,35.37629,50.660122,22.397902,87.74417,74.15787
111,Layla,46.177883,47.122887,62.896416,36.43765,46.78261
112,Leyla,51.284626,11.606532,38.83755,16.544025,98.933914
113,Lennon,42.490723,49.24357,56.893223,80.11549,27.64629
114,Madison,59.44355,59.537594,95.71303,79.967834,10.580002
115,Elise,48.853638,42.628853,24.653011,61.318615,12.253048
116,Collins,21.806353,42.095875,7.395067,70.49258,66.16654
117,Rachel,23.662317,42.39599,46.96661,17.83156,39.49157
118,Maycie,20.765997,24.143764,50.358677,92.28658,31.008041
119,Evelina,45.277767,29.303581,93.290344,39.406563,78.46692
120,Remy,46.27968,16.184647,33.61764,57.79055,80.463165
121,Elizabeth,27.616983,29.8417,8.192922,99.67622,10.745602
122,Alison,34.80883,41.313046,11.548723,71.947136,65.26522
123,Presley,21.089678,34.274662,44.827072,99.18104,37.63419
124,Julia,57.563137,32.462982,22.341352,18.416918,74.67475
125,Luisa,34.93116,36.01404,24.694302,96.02873,40.337994
126,Gracie,33.81806,43.872974,4.9733553,51.774403,12.080734
127,Eliora,41.46387,10.085499,8.354916,53.043007,28.616762
128,Emma,27.09275,16.7407,38.388622,29.267202,48.778214
129,Aleyah,47.51402,44.289413,91.31498,98.86147,24.877945
130,Naveah,33.311398,11.722347,79.51875,70.53375,3.1223564
131,Marleigh,27.36691,36.939884,86.47525,94.99386,18.186682
132,Celine,52.90786,21.613924,48.22273,74.56257,60.68903
133,Roxanne,37.252754,48.825275,32.448994,62.62598,88.56768
134,Mylee,47.04749,53.015495,76.987755,29.755655,28.979591
135,Effie,28.415071,28.75312,86.90691,18.292173,41.280155
136,Ada,44.38397,28.94353,5.1553183,37.081863,33.87713
137,Marlen,23.476406,12.933519,92.53353,30.610807,80.84169
138,Clara,29.5972,52.009487,37.829166,14.131408,20.962381
139,Rebekah,30.152782,43.290077,43.906376,57.847263,65.39615
140,Ayana,34.50941,15.124934,71.25354,14.0035515,9.880296
141,Violet,21.435564,45.44982,68.950455,43.299267,62.74481
142,Kyla,40.37355,34.714584,84.236664,5.926612,32.207302
143,Carol,21.657902,59.414417,30.629477,6.1626897,29.195185
144,Sariya,48.233177,43.194508,65.17495,92.434814,33.039646
145,Esme,31.843939,57.882015,39.281223,91.47485,92.933876
146,Saige,55.80463,56.011604,26.08322,99.86078,99.04671
147,Norah,26.430677,27.711084,75.2096,91.992836,47.803143
148,Destiny,55.42307,13.937804,6.729391,21.056385,88.14456
149,Alina,41.530865,39.05583,27.456356,68.4267,79.352104
150,Reyna,22.387863,48.17666,64.03875,79.49593,74.78273
151,Diana,48.434402,41.212482,45.81501,8.50184,85.8966
152,Marley,54.29696,34.07074,46.395752,79.82584,11.334119
153,Kaylin,37.916576,35.944473,49.12761,6.5107255,5.3383574
154,Everlie,26.145302,25.824594,44.5332,83.49585,95.96007
155,Aubree,58.633766,24.962967,66.024216,34.942806,23.367064
156,Avianna,41.01115,50.856476,28.812431,88.62943,56.811222
157,Esmeralda,45.0235,32.27465,98.50403,26.624401,54.660786
158,Lilliana,41.0397,47.00245,5.180725,98.15813,43.89187
159,America,44.567696,31.937838,24.197367,3.08461,68.62283
160,Kaylie,55.837738,50.160225,20.726086,13.558824,96.179504
161,Skyla,30.125895,46.011494,88.06552,41.49789,73.340515
162,Wren,30.911713,29.226673,45.19739,25.289001,54.98968
163,Aaliyah,59.717968,24.43942,50.41233,11.900579,8.462381
164,June,40.443798,27.19676,99.846825,4.839939,67.05166
165,Ania,47.059036,18.49615,20.957647,44.276028,82.79852
166,Raven,56.93994,50.653687,98.07699,52.074974,61.455235
167,Royalty,37.745018,48.869247,13.325261,72.51159,33.172928
168,Lia,52.3011,24.53365,51.245037,49.387573,36.342587
169,Elsa,45.04245,20.231953,80.18451,36.615974,39.68019
170,Alena,51.008163,47.75707,17.851334,51.191082,94.405014
171,Livia,29.263044,47.149292,18.22974,35.299717,32.856243
172,Analiah,44.443115,21.15657,27.811388,46.827293,69.13561
173,Yara,40.158123,36.934853,70.6218,9.398117,50.937023
174,Kambree,37.30085,56.908882,4.0936513,9.251362,27.52973
175,Averie,38.85489,30.637121,44.94296,45.077457,82.85955
176,Khaleesi,40.179203,27.263807,75.81574,52.201534,28.727417
177,Bridget,30.271053,26.348442,42.176403,62.313297,65.46869
178,Karlie,45.48083,20.459879,19.398952,61.48348,42.41724
179,Zoie,43.014404,59.93935,97.469696,88.61808,94.55525
180,Raquel,46.81561,20.155518,28.555006,13.991162,7.910407
181,Rita,40.624165,57.75051,0.47214225,56.579,72.555305
182,Callie,53.190186,46.144268,18.96883,75.965935,88.35168
183,Rhyan,39.661785,31.198362,22.632103,89.86143,55.639896
184,Zoya,32.249023,19.891773,28.491096,39.758343,11.709256
185,Janae,50.066654,18.880745,15.832769,70.57469,91.33347
186,Daphne,36.164005,18.623257,73.495804,39.89191,12.0996
187,Ryleigh,50.527336,49.005135,47.63011,36.02614,32.221985
188,Jessie,54.47813,13.50314,20.897175,83.85805,74.24845
189,Kenzley,57.163048,54.2328,49.3816,72.684456,34.79331
190,Sawyer,55.753624,52.050537,13.106127,73.09657,69.367546
191,Caroline,49.927444,46.317165,13.083413,86.93631,1.1433052
192,Reese,44.082684,54.633823,40.02867,55.520172,13.368928
193,Jenna,42.702187,24.906708,87.47974,51.978645,73.65323
194,Trinity,31.61615,16.99229,55.519962,34.363213,33.314537
195,Savannah,28.387253,31.106457,68.306526,33.109936,99.28702
196,Leighton,40.428482,45.678253,3.6478336,3.5270886,55.820778
197,Martha,58.38576,19.201694,49.33246,13.673335,99.04422
198,Liviana,25.435293,21.494778,63.84671,21.217848,42.548946
199,Khloe,42.113285,54.997807,40.868294,63.38103,54.73677
200,Perry,32.600277,49.51152,76.98454,57.913788,12.146956
201,Catalina,48.734314,17.347582,75.074036,46.436333,28.575552
202,Shelby,41.247074,24.304596,37.20783,89.28565,90.99615
203,Angel,49.977814,14.885123,33.98932,86.14378,93.42332
204,Colleen,27.537296,28.425556,41.442528,34.91578,65.22504
205,Marilyn,41.079376,54.081367,73.2908,21.582783,10.609712
206,Isla,41.894463,44.37016,25.535015,87.55074,90.10479
207,Charlotte,37.433113,10.840456,78.62782,43.21408,39.40454
208,Micah,52.345688,59.827663,79.86954,67.502365,79.3079
209,Lillyana,46.46345,40.194794,32.239277,4.0048237,57.99926
210,Nicolle,37.54339,32.071903,13.280882,44.815914,22.275436
211,Lola,28.999924,12.065477,60.613995,66.78277,36.30847
212,Veda,20.48687,22.215626,40.46322,89.89514,31.925478
213,Ciara,21.484928,54.60187,41.145924,66.293236,97.20654
214,Aya,59.14927,36.079372,28.85746,28.697922,20.916225
215,Whitney,50.727814,53.255276,25.40865,67.71865,57.586384
216,Destinee,56.946182,42.42613,83.87565,53.663124,41.724213
217,Rosalina,29.888529,25.559513,32.203133,53.254745,7.0637665
218,Brynn,22.384985,31.439718,58.27624,84.5648,53.469765
219,Carolina,57.12583,53.771233,2.8270473,63.37202,30.251299
220,Josslyn,51.54698,54.356583,83.68467,34.323246,72.93815
221,Xiomara,39.059437,55.03982,86.28421,8.1810055,46.208378
222,Amelia,53.369675,47.52979,91.591,5.4113,73.07332
223,Lillianna,36.646572,26.979136,43.204433,40.579746,73.149574
224,Celeste,27.519133,35.6595,78.51452,51.583668,34.81299
225,Marisol,23.023611,11.25139,23.133665,83.70934,0.5264495
226,Kelly,41.728626,47.00261,82.89016,15.156793,34.65845
227,Teagan,36.725468,49.2711,34.294548,86.868484,90.73023
228,London,44.458153,56.699455,77.11702,30.368805,88.43296
229,Reina,24.999071,52.754253,75.93113,45.43352,51.220264
230,Aria,56.11389,36.02712,25.225742,28.5937,31.626585
231,Ruth,29.563765,26.898052,0.23993747,47.358307,99.48908
232,Aurora,21.279709,52.940086,26.59201,5.6187153,29.975182
233,Anastasia,32.675247,23.518694,36.818657,5.4299316,49.71169
234,Amaria,48.37099,41.321636,76.49537,21.448128,2.3228178
235,Amaris,43.861732,53.820274,0.11239223,24.552923,9.806944
236,Mila,23.939835,43.404392,9.444747,23.91683,53.97973
237,Grecia,51.03418,33.91585,92.349625,69.27741,32.14526
238,Bianca,47.824886,36.73073,86.22522,76.58888,77.52456
239,Kashton,26.697483,20.361967,13.04318,20.906704,91.41103
240,Kynlee,40.577858,41.828465,69.51162,22.294872,99.41063
241,Skyler,34.208767,22.377872,57.04015,68.98384,23.343487
242,Azalea,32.262306,38.13564,64.108055,63.92205,74.29145
243,Karis,31.923325,27.35366,35.01828,75.18462,30.775925
244,Zara,26.416967,13.422645,49.025284,55.319115,32.60726
245,Briella,50.1779,11.61426,97.5163,59.589783,22.242502
246,Eliana,48.3432,52.798615,70.65994,3.917393,23.63399
247,Harmoni,20.375135,41.366055,99.75042,25.129063,12.205604
248,Nataly,41.272526,13.754686,53.787754,0.7687432,19.60111
249,Estella,25.395359,14.496852,6.7133226,90.537186,80.41487
250,Rosalynn,41.402412,36.170876,21.880573,47.219627,49.63099
251,Lesly,47.66092,34.20204,97.42545,87.30375,93.61886
252,Francesca,48.23083,46.507263,4.492353,10.188596,65.42217
253,Selah,47.266502,47.934525,68.450035,46.945404,96.07006
254,Nina,45.52829,20.351963,56.645275,4.588529,75.24516
255,Hadlee,48.929382,29.717485,39.227787,71.36802,86.498924
256,Sophie,21.560183,31.026098,53.825523,0.56431127,42.61746
257,Kavya,34.06931,33.4885,61.99567,98.24755,17.159992
258,Vienna,57.237114,18.870369,22.391933,61.344006,96.56765
259,Rosie,49.18048,49.359386,13.688673,73.354546,84.18152
260,Olive,23.279947,48.52329,48.612267,7.0973854,48.865208
261,Caylee,41.11714,59.706875,90.769455,58.42616,6.3115745
262,Kaira,24.559303,19.236507,22.504797,82.36049,7.374865
263,Kaia,49.72764,39.31273,25.365173,86.79049,71.17569
264,Lina,23.883204,35.94807,36.84234,88.58792,10.524225
265,Avalee,26.150959,38.62492,21.277254,6.3436804,85.280556
266,Quinn,53.940784,36.17229,37.950375,95.189835,29.896523
267,Desiree,35.785694,30.83645,44.222733,41.31634,16.734278
268,Joanna,49.59794,18.92389,83.92646,26.74192,17.302893
269,Amani,22.789938,29.248812,61.98496,67.827614,93.557076
270,Mckinley,50.17154,31.51414,44.1569,33.72762,48.270515
271,Harper,34.332607,57.616974,35.132042,58.539036,60.798515
272,Lana,50.869213,11.417975,53.62061,17.412283,51.190323
273,Charlee,35.933044,10.321645,3.6396346,72.859215,55.799297
274,Mabel,42.428886,28.605343,80.87158,42.093967,45.571438
275,Adalind,37.69143,32.31783,39.8302,25.38564,22.04302
276,Sariah,52.023975,22.120556,78.823715,8.494466,8.143021
277,Janessa,22.398693,40.570335,68.07822,81.88031,13.513298
278,Demi,45.778378,40.372368,30.492325,35.539032,13.349141
279,Queen,51.164837,19.369204,38.442284,41.22548,72.932304
280,Pepper,32.080708,29.47956,86.75219,85.91903,92.189926
281,Heaven,25.013714,29.374537,12.808227,21.532598,97.85332
282,Deborah,26.975847,28.962729,11.238522,49.11925,24.489313
283,Jessica,27.741537,27.937923,90.84679,12.037756,32.76118
284,Nevaeh,52.33021,26.82301,39.885418,52.146297,75.57621
285,Margot,22.4297,51.75434,70.33322,61.568115,60.60216
286,Heather,41.05311,50.729248,77.75206,47.083252,41.668457
287,Skye,45.293728,52.2159,91.448235,17.53428,63.77027
288,Eden,27.673712,57.05441,26.974798,87.70281,12.416799
289,Nancy,20.276056,22.547573,1.2847736,6.674965,58.58594
290,Vivian,33.97467,22.489706,43.21412,12.746869,49.961716
291,Kamiya,29.571669,10.39121,76.44333,35.452644,24.221582
292,Juniper,40.703304,57.59775,56.633137,72.583855,94.76083
293,Della,29.48781,29.47257,87.82995,42.409527,22.679197
294,Anayah,21.817465,44.186424,72.40045,39.560387,31.803167
295,Sunny,44.6193,49.23981,60.09291,11.924822,77.08113
296,Everly,50.6401,19.744267,18.70862,0.63979477,65.967674
297,Emani,23.217659,27.11707,13.461151,45.62303,31.470604
298,Mae,54.858284,13.66225,84.17475,91.58376,25.979628
299,Hailey,57.7702,53.566807,80.52709,11.271076,84.76562
300,Arella,30.934149,52.700333,78.45284,7.811621,7.0803957
301,Thea,33.573463,44.505177,79.91401,93.54449,12.904546
302,Sariyah,46.949863,10.591249,77.11825,35.49269,12.659686
303,Giovanna,30.191132,30.123024,68.6013,46.77555,20.204737
304,Zuri,53.20334,27.227325,89.62338,68.2395,24.212345
305,Payton,23.229555,36.0938,1.9535921,96.20469,50.54476
306,Felicity,55.39355,13.059271,8.25652,5.794397,57.58647
307,Kehlani,43.514,59.11021,35.76338,49.39833,51.147728
308,Tinsley,58.715576,11.822594,81.041245,0.570343,19.15357
309,Madeleine,35.783558,59.750492,85.43726,75.111465,77.02582
310,Brenna,54.431435,48.585926,75.60246,58.210888,30.171858
311,Talia,51.68755,27.213816,3.3236122,43.881096,56.085827
312,Anabella,57.416164,17.505127,40.421085,96.79214,96.17094
313,Katia,24.068419,35.97564,36.250237,17.489393,16.905386
314,Rosalind,41.98605,11.327414,66.65644,80.839966,92.84423
315,Kate,43.86756,15.606544,79.53211,52.998272,84.21457
316,Lindsay,31.662407,34.363304,34.163853,84.49646,13.104055
317,Aviana,39.914173,12.968365,90.67977,13.253938,15.17021
318,Siri,51.690483,30.675457,38.222095,79.81643,40.700005
319,Aviva,27.760988,24.58572,33.58745,59.422615,36.488773
320,Amia,21.575943,38.20066,5.12806,66.2023,9.518316
321,Greer,54.854923,27.113811,35.177658,23.35203,90.34096
322,Lexi,41.835907,49.89666,46.511562,96.76108,74.73495
323,Keyla,20.931255,19.756546,93.46882,60.562946,43.32059
324,Aminah,24.284023,53.763992,72.01799,48.656044,65.297516
325,Melody,55.177704,32.72779,13.431221,45.644554,59.93906
326,Fiona,54.800007,17.761486,43.15339,10.43184,21.10865
327,Emmie,45.1705,16.849072,56.350876,83.71799,22.513002
328,Remi,32.3485,19.833122,67.15889,1.6032318,50.945164
329,Amora,38.82287,34.871197,55.953407,11.101323,20.029177
330,Harmony,52.978104,25.806692,74.20162,90.098885,84.09886
331,Finley,51.001022,48.323227,43.57444,93.34034,81.01146
332,Hadassah,41.800053,13.264582,33.570946,52.41374,56.356598
333,Gwendolyn,21.964287,52.72934,12.374902,18.526867,30.925632
334,Emmarie,31.940523,47.650806,87.44231,55.603645,76.028305
335,Remington,49.56278,13.257315,28.482351,92.77311,68.67715
336,Jordynn,25.932642,52.558804,46.664967,69.11513,74.880554
337,Emery,21.862888,33.553463,74.10173,82.068855,27.636366
338,Soraya,56.420795,43.186134,91.12816,69.73879,64.97213
339,Jovie,28.818941,16.234495,0.6060874,8.659799,8.361688
340,Laylani,28.336023,14.318404,63.631226,53.680653,74.049965
341,Ariana,52.970352,13.098146,51.723408,78.10062,86.4771
342,Rayne,30.043694,44.598087,49.47013,84.18164,23.162264
343,Aitana,52.369255,47.496567,56.756405,3.3543043,72.47681
344,Nailah,27.730024,52.013706,73.062546,68.09044,79.35289
345,Valentina,56.42111,16.996683,45.564137,5.0521126,63.43561
346,Adaline,22.753906,11.6327505,7.399109,84.43774,38.721058
347,Ashlyn,48.269886,57.563717,32.174576,34.85096,87.92086
348,Skylar,55.632282,50.127632,2.803067,81.34182,13.819633
349,Andrea,56.937313,31.624617,82.93285,3.8029945,72.59181
350,Sadie,59.410297,10.600611,8.459214,35.062332,11.290074
351,Delia,51.234505,40.134983,45.492245,68.57888,67.247406
352,Karleigh,40.490646,46.049885,79.66898,34.65775,2.4105105
353,Emmalyn,27.463085,35.54602,7.81437,59.950184,53.875988
354,Alexa,30.41537,51.96169,24.230213,26.631449,94.14121
355,Avah,31.749275,49.87757,14.545904,91.90413,92.67366
356,Sarah,27.934124,24.935957,75.811966,26.410841,58.839203
357,Valerie,40.88427,26.46525,92.02929,93.11732,6.5239625
358,Maliyah,21.164589,53.37413,51.314297,30.34667,25.13999
359,Adrianna,31.37239,40.422035,0.8598669,4.140026,88.85735
360,Alejandra,28.375254,16.943443,76.74876,28.24615,27.200468
361,Jewel,48.339348,41.777626,25.873045,97.83372,5.1247263
362,Iris,37.04008,14.92551,45.987984,46.16183,98.91366
363,Seraphina,23.91871,48.463146,36.015015,93.931244,73.21506
364,Willow,22.382143,31.00829,20.52156,69.80266,25.6838
365,Ryan,47.343327,53.359207,18.127573,32.68114,53.32563
366,Emory,50.64444,34.698265,54.185436,57.10899,45.855774
367,Katherine,26.689663,29.284739,12.610502,7.6278915,87.8736
368,Annie,33.92442,31.335339,10.809132,14.571203,38.54659
369,Braylee,35.96613,47.13733,49.61049,38.34217,5.9230824
370,Londyn,42.952457,55.965984,7.2867155,14.624082,49.287197
371,Emerson,29.18798,25.290318,62.350952,48.80975,42.84542
372,Sasha,21.009201,31.135378,15.89126,90.230896,42.960182
373,Lilyana,46.49762,44.47489,50.331535,4.0598755,4.811027
374,Evalyn,52.89198,26.876694,50.883205,79.72939,69.19093
375,Tegan,37.937656,27.988916,28.95986,80.539024,64.532486
376,Blakely,27.812248,43.15126,76.16536,26.967604,85.69634
377,Alayna,33.000313,52.380405,30.029413,29.459387,91.01414
378,Natalia,59.80522,10.306573,5.3008056,31.239687,32.98991
379,Lilah,44.956158,38.788853,3.672452,91.78846,51.073795
380,Lyla,27.547804,18.639278,46.059856,71.743225,34.939827
381,Lizbeth,29.175533,39.668083,23.066328,80.46604,44.02771
382,Julie,34.155052,41.77378,90.65792,44.266956,24.275381
383,Danica,57.25468,18.953009,38.820442,39.87169,46.86421
384,Celina,30.673418,49.348473,99.7306,0.22054294,68.081924
385,Cataleya,23.41546,32.913486,52.7057,21.786814,89.11192
386,Joselyn,47.24458,44.555252,93.217316,71.730446,12.483481
387,Maylee,27.352915,24.863672,5.2322993,87.09342,33.735737
388,Carmen,57.379375,33.854126,95.08685,38.005577,16.996233
389,Kira,24.43065,44.478996,18.372288,81.89627,0.14881039
390,Rosalie,43.10202,48.77309,28.26853,93.85035,3.0349066
391,Raelynn,28.188925,40.461277,28.272043,8.451535,96.97465
392,Malaysia,33.414944,50.626225,84.912476,61.79109,31.629333
393,Sara,20.775335,27.843521,12.236979,19.760765,41.57463
394,Camila,33.27082,34.689972,24.986969,93.57018,57.5278
395,Ximena,25.403837,57.979218,41.28878,33.952553,9.838752
396,Kaylee,28.388369,47.93432,53.011395,26.717924,51.649418
397,Dalary,27.393072,11.599383,36.01502,72.077866,26.730284
398,Zahara,55.36925,14.91297,18.425556,23.922426,63.881485
399,Heidi,49.505558,50.492302,82.59757,34.74578,44.973923
400,Madelyn,46.133633,54.6078,72.44353,56.707405,46.18498
401,Anya,45.615154,55.491356,46.244774,6.50132,94.202126
402,Mia,49.24016,22.218119,80.79503,28.520267,67.98969
403,Raelyn,34.074562,49.8811,54.700462,13.945531,21.91063
404,Belle,28.866518,35.612118,22.84888,23.088015,62.25036
405,Kassidy,26.15565,17.125591,87.65605,84.89885,62.9686
406,Jazlynn,53.60549,18.350197,33.292484,15.272883,46.296326
407,Madeline,45.749004,35.05607,45.783516,2.7399166,10.660501
408,Aliana,40.49954,46.474262,57.653214,15.879573,6.7903543
409,Nola,58.492195,18.277514,62.269463,31.46784,81.54892
410,Emme,28.20211,19.320824,90.307655,73.09067,77.6312
411,Hana,55.17945,51.488655,33.935226,3.0024529,31.22236
412,Harley,23.037182,56.598637,68.707565,64.14105,7.7614293
413,Kora,47.78587,21.455097,75.893936,12.856071,85.52692
414,Elyse,39.747246,30.465952,99.44012,18.707829,63.028427
415,Jill,46.216785,23.456257,57.82771,89.84833,91.16082
416,Charleigh,47.61575,44.885544,89.99357,44.630047,95.554886
417,Bree,50.236443,10.115486,50.35491,76.43473,42.599216
418,Kenslee,26.04102,47.021317,57.627605,40.853657,17.653214
419,Winter,37.366364,48.88027,93.88219,4.7876916,55.584877
420,Mackenzie,48.214497,57.05107,56.410683,18.101343,8.1933775
421,Kennedi,37.52421,15.43313,71.04295,16.758333,6.6147194
422,Kaitlyn,39.160923,41.66126,54.93139,4.1121054,33.40793
423,Bryn,22.376276,12.83668,90.43121,42.660625,74.25039
424,Emmeline,30.916342,54.73442,13.18544,29.19931,68.53072
425,Avalynn,27.396288,57.975704,12.542434,63.803528,31.467491
426,Annalee,26.300858,55.941814,37.89084,44.955086,57.49322
427,Adelaide,44.50183,27.880129,15.593328,66.81785,32.231167
428,Kendall,39.484806,42.402355,63.45646,99.27929,94.08587
429,Denise,57.550278,32.715637,94.57924,92.654564,63.324707
430,Willa,42.511074,19.743803,86.05069,73.0482,73.78885
431,Clarissa,34.669094,35.30152,81.83385,90.449135,4.2529316
432,Arlette,37.56895,43.72739,46.78849,38.218605,41.272736
433,Elena,28.530201,57.534176,22.413055,18.871592,58.006
434,Karolina,28.356861,17.828083,4.6770897,45.354256,40.792755
435,Saylor,25.597292,59.705666,96.582794,63.317554,54.79097
436,Mikayla,46.411587,59.919395,77.23164,80.708435,98.413216
